issue title,link,filtering type
[Dynamo] Support CUDA stream passed from outside of torch.compile decrator,https://github.com/pytorch/pytorch/pull/94627,Step 3: Issue not related to correctness bugs
InternalDynamoError with user stream context,https://github.com/pytorch/pytorch/issues/94499,Step 3: Issue not related to correctness bugs
[CI] Specify more torch.backends.cudnn options to reduce non-determinism,https://github.com/pytorch/pytorch/pull/95478,Step 1: Feature requests and general help requests
[Dynamo] Remove torch.autograd.profiler.profile workaround in UserDefined,https://github.com/pytorch/pytorch/pull/95504,Step 3: Issue not related to correctness bugs
[dynamo] enable export to preserve meaningful module attr name.,https://github.com/pytorch/pytorch/pull/94062,Step 3: Issue not related to correctness bugs
Utility for running delta comparisons between two flag configs,https://github.com/pytorch/pytorch/pull/95411,Step 1: Feature requests and general help requests
Move multi-line wrap functions to helper,https://github.com/pytorch/pytorch/pull/95472,Step 1: Feature requests and general help requests
Slight cleanup of VariableBuilder giant if condition,https://github.com/pytorch/pytorch/pull/95471,Step 3: Issue not related to correctness bugs
Mysterious IMA from MAX_AUTOTUNE=1 resnet50,https://github.com/pytorch/pytorch/issues/95542,Step 3: Issue not related to correctness bugs
`torch.compile` crash for `index_add` when index out of range in self,https://github.com/pytorch/pytorch/issues/95143,Step 3: Issue not related to correctness bugs
[pt2] MMSeg meets ValueError: Cannot bitcast data-type of size 64to data-type of size 32,https://github.com/pytorch/pytorch/issues/94041,Step 3: Issue not related to correctness bugs
hotfix for memory leak in aot autograd induced by saving tensors for …,https://github.com/pytorch/pytorch/pull/95477,Step 1: Feature requests and general help requests
Add decomp/lowering: aten.as_strided_scatter,https://github.com/pytorch/pytorch/issues/93650,Step 3: Issue not related to correctness bugs
[inductor] Bugfix in autotuning cache handling,https://github.com/pytorch/pytorch/pull/95435,Step 3: Issue not related to correctness bugs
Inductor generates noop code,https://github.com/pytorch/pytorch/issues/95449,Step 3: Issue not related to correctness bugs
[Inductor][CI] Remove hf_GPT2_large from CPU inference test,https://github.com/pytorch/pytorch/pull/95473,Step 1: Feature requests and general help requests
Functions involving nn.Embedding has incorrect out-of-bound behavior,https://github.com/pytorch/pytorch/issues/95483,Step 5: Duplicated Issue
Added utilities to instrument kernel bandwidth numbers,https://github.com/pytorch/pytorch/pull/95355,Step 1: Feature requests and general help requests
inductor: fix complier error when trying to vectorize logit_and and logit_or (#95361),https://github.com/pytorch/pytorch/pull/95439,Step 3: Issue not related to correctness bugs
Issues with torch.compile on A100 when finetuning DistilBERT,https://github.com/pytorch/pytorch/issues/95407,Step 3: Issue not related to correctness bugs
Cherrypick for 2.0: [SDPA] Fix bug in parsing scaled_dot_product_attention arguments,https://github.com/pytorch/pytorch/pull/95397,Step 3: Issue not related to correctness bugs
use 4 warps for small block config in mm,https://github.com/pytorch/pytorch/pull/95383,Step 1: Feature requests and general help requests
"During export, generate Python TENSOR_MATCH guards",https://github.com/pytorch/pytorch/pull/94970,Step 1: Feature requests and general help requests
Support nn.Module forward hooks in torchdynamo,https://github.com/pytorch/pytorch/pull/92125,Step 1: Feature requests and general help requests
hotfix for memory leak in aot autograd induced by saving tensors for backward,https://github.com/pytorch/pytorch/pull/95101,Step 1: Feature requests and general help requests
Pytorch 2.0 [compile] backward call on logit causes graph compiler failure,https://github.com/pytorch/pytorch/issues/95193,Step 3: Issue not related to correctness bugs
inductor: fix complier error when trying to vectorize logit_and and logit_or,https://github.com/pytorch/pytorch/pull/95361,Step 3: Issue not related to correctness bugs
"Add support for nonzero, some improvements to reduce guards",https://github.com/pytorch/pytorch/pull/95387,Step 1: Feature requests and general help requests
Raise error on 3.11 dynamo export (#95088),https://github.com/pytorch/pytorch/pull/95396,Step 1: Feature requests and general help requests
resnet50_quantized_qat & mobilenet_v2_quantized_qat not loading correctly with cuda,https://github.com/pytorch/pytorch/issues/93806,Step 3: Issue not related to correctness bugs
Upload artifacts from inductor-A100-perf to S3,https://github.com/pytorch/pytorch/pull/95401,Step 1: Feature requests and general help requests
Add BOOL_FALSE guard to optimize empty container case,https://github.com/pytorch/pytorch/pull/95248,Step 1: Feature requests and general help requests
Raise error on 3.11 dynamo export (#95088),https://github.com/pytorch/pytorch/pull/95342,Step 1: Feature requests and general help requests
Get boolean masking to work with unbacked SymInts,https://github.com/pytorch/pytorch/pull/94523,Step 1: Feature requests and general help requests
[dynamo] Fix list contains check,https://github.com/pytorch/pytorch/pull/95092,Step 3: Issue not related to correctness bugs
Add knobs for globally turning off 0/1 specialization and duck shaping,https://github.com/pytorch/pytorch/pull/95352,Step 1: Feature requests and general help requests
Stop subclassing sympy Symbol,https://github.com/pytorch/pytorch/pull/95313,Step 1: Feature requests and general help requests
Raise error if torch.compile is called from windows or py 3.11 (#94940),https://github.com/pytorch/pytorch/pull/95329,Step 1: Feature requests and general help requests
[Dynamo] No graph break on calling dict & collections.OrderedDict(),https://github.com/pytorch/pytorch/pull/95250,Step 1: Feature requests and general help requests
Pytorch 2.0 [compile] Cast from scalar to tensor error,https://github.com/pytorch/pytorch/issues/95184,Step 3: Issue not related to correctness bugs
[inductor] max-autotune leads to kernels not getting profiled correctly,https://github.com/pytorch/pytorch/issues/95347,Step 3: Issue not related to correctness bugs
Triton Error [CUDA]: an illegal memory access was encountered ,https://github.com/pytorch/pytorch/issues/95312,Step 3: Issue not related to correctness bugs
[SDPA] Fix bug in parsing scaled_dot_product_attention arguments ,https://github.com/pytorch/pytorch/pull/95311,Step 3: Issue not related to correctness bugs
 Strange “IndexError” when compiling,https://github.com/pytorch/pytorch/issues/95266,Step 3: Issue not related to correctness bugs
use 4 warps for small block config in mm,https://github.com/pytorch/pytorch/pull/95339,Step 3: Issue not related to correctness bugs
[inductor] enable `test_nll_loss_forward_dynamic_shapes`,https://github.com/pytorch/pytorch/pull/95176,Step 1: Feature requests and general help requests
[pt2] `torch.compile` produces wrong results for function with `reciprocal_`,https://github.com/pytorch/pytorch/issues/93824,Step 5: Duplicated Issue
[pt2][inductor] switch dinfo representation,https://github.com/pytorch/pytorch/pull/95302,Step 1: Feature requests and general help requests
Is it possible to use torch.jit.trace to trace dynamo optimized model ?,https://github.com/pytorch/pytorch/issues/95282,Step 1: Feature requests and general help requests
"Preserve meta[""val""] on export",https://github.com/pytorch/pytorch/pull/95314,Step 3: Issue not related to correctness bugs
[inductor] RuntimeError: CUDA error: an illegal memory access was encountered when using max-autotune,https://github.com/pytorch/pytorch/issues/95335,Step 3: Issue not related to correctness bugs
`accept2run` label missing,https://github.com/pytorch/pytorch/issues/95114,Step 2: Issue not discussing a bug within torch.compile
Second part of splitting #91254 in two,https://github.com/pytorch/pytorch/pull/92749,Step 1: Feature requests and general help requests
[BE] Simplify `Source.is_nn_module`; add some types,https://github.com/pytorch/pytorch/pull/95292,Step 1: Feature requests and general help requests
Raise error if torch.compile is called from windows or py 3.11 (#94940),https://github.com/pytorch/pytorch/pull/95104,Step 1: Feature requests and general help requests
[MPS] Copy fixes for MPS backend,https://github.com/pytorch/pytorch/pull/95319,Step 3: Issue not related to correctness bugs
"Revert ""[CI] Use prebuilt triton from nightly repo (#94732)""",https://github.com/pytorch/pytorch/pull/95310,Step 1: Feature requests and general help requests
"Revert ""inductor(cpu): fix C++ compile error when sigmoid's post ops …",https://github.com/pytorch/pytorch/pull/95298,Step 3: Issue not related to correctness bugs
[pt2] compile gives wrong result for function having `expand` and `div_`,https://github.com/pytorch/pytorch/issues/93377,Step 5: Duplicated Issue
Pytorch 2.0: Detection models from torchvision don't work after compilation with no_grad on first run,https://github.com/pytorch/pytorch/issues/90527,Step 3: Issue not related to correctness bugs
"[feature request, idea] Fused torch.sincos(x) or cossin(x) (maybe alias to complex exponential)",https://github.com/pytorch/pytorch/issues/90559,Step 1: Feature requests and general help requests
cuda.h: No such file or directory - when using torch.compile() in 2.0 in a new conda environment,https://github.com/pytorch/pytorch/issues/90757,Step 3: Issue not related to correctness bugs
Pytorch 2.0: torch.compile() causes tensors to be on a wrong CUDA device when training with DDP,https://github.com/pytorch/pytorch/issues/90723,Step 3: Issue not related to correctness bugs
`softmax` + `transpose` + `div_` triggers assertion fail in compile mode,https://github.com/pytorch/pytorch/issues/93371,Step 3: Issue not related to correctness bugs
AOTAutograd joint graph export with loss.backward,https://github.com/pytorch/pytorch/pull/95023,Step 1: Feature requests and general help requests
[pt2][inductor] search caches by default,https://github.com/pytorch/pytorch/pull/95134,Step 1: Feature requests and general help requests
Add dynamo bench arg --per_process_memory_fraction,https://github.com/pytorch/pytorch/pull/95260,Step 1: Feature requests and general help requests
PyTorch 2.0 nightly: `compile` does not support capabilities sm_89 (RTX 4090 and others),https://github.com/pytorch/pytorch/issues/95082,Step 3: Issue not related to correctness bugs
[WIP] [CI] graph break on  c-tor functions,https://github.com/pytorch/pytorch/pull/89035,Step 1: Feature requests and general help requests
DISABLED test_restore_graphstate_internals_dynamic_shapes (torch._dynamo.testing.make_test_cls_with_patches.<locals>.DummyTestClass),https://github.com/pytorch/pytorch/issues/92480,Step 2: Issue not discussing a bug within torch.compile
Nvfuser moving python tests and files under nvfuser,https://github.com/pytorch/pytorch/pull/95155,Step 1: Feature requests and general help requests
test_symbolic failure,https://github.com/pytorch/pytorch/issues/93681,Step 3: Issue not related to correctness bugs
maml: functions with out=... arguments don't support automatic differentiation,https://github.com/pytorch/pytorch/issues/93683,Step 3: Issue not related to correctness bugs
[dynamo 3.11] fix to eval_frame.c,https://github.com/pytorch/pytorch/pull/94102,Step 3: Issue not related to correctness bugs
[dynamo 3.11] changes to with contexts,https://github.com/pytorch/pytorch/pull/94101,Step 1: Feature requests and general help requests
[dynamo 3.11] changes to MAKE_FUNCTION and MATCH_KEYS,https://github.com/pytorch/pytorch/pull/94100,Step 1: Feature requests and general help requests
[dynamo 3.11] fix cell/freevar offsets,https://github.com/pytorch/pytorch/pull/94099,Step 3: Issue not related to correctness bugs
[dynamo 3.11] changes to LOAD_GLOBAL and function calls,https://github.com/pytorch/pytorch/pull/94098,Step 1: Feature requests and general help requests
detectron2 models in torchbench fail in TorchDynamo,https://github.com/pytorch/pytorch/issues/93779,Step 3: Issue not related to correctness bugs
"pytorch core test failure: ValueError: gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.",https://github.com/pytorch/pytorch/issues/93676,Step 3: Issue not related to correctness bugs
"Reland ""Add torch.empty_permuted (#95069)""",https://github.com/pytorch/pytorch/pull/95208,Step 1: Feature requests and general help requests
Jetson Update for CI Redo,https://github.com/pytorch/pytorch/pull/94549,Step 1: Feature requests and general help requests
torchdynamo needs to graph break for resize_ calls to AOTAutograd based backends,https://github.com/pytorch/pytorch/issues/93780,Step 3: Issue not related to correctness bugs
torchdynamo does not handle tree_map correctly,https://github.com/pytorch/pytorch/issues/93762,Step 3: Issue not related to correctness bugs
[inductor] fix max_pool2d with ceil mode,https://github.com/pytorch/pytorch/pull/94887,Step 3: Issue not related to correctness bugs
`torch.compile` returns inconsistent value `MaxPool` when `ceil_mode = True`,https://github.com/pytorch/pytorch/issues/94775,Studied Dataset (Confirmed Correctness Bug)
"for SymInt nodes in fx graph, get result from node meta in inductor GraphLowering",https://github.com/pytorch/pytorch/pull/95152,Step 1: Feature requests and general help requests
[sympy] fix ValueRanges.pow error when b.lower is float,https://github.com/pytorch/pytorch/pull/95151,Step 2: Issue not discussing a bug within torch.compile
inductor(cpu): fix C++ compile error when sigmoid's post ops is a reduction op (#94890),https://github.com/pytorch/pytorch/pull/95054,Step 3: Issue not related to correctness bugs
DISABLED test_nn_sequential_invocation_reposition_indices (__main__.MiscTests),https://github.com/pytorch/pytorch/issues/94027,Step 2: Issue not discussing a bug within torch.compile
Update model skips,https://github.com/pytorch/pytorch/pull/95089,Step 1: Feature requests and general help requests
[WIP][dynamo] simplify module_key creation logic,https://github.com/pytorch/pytorch/pull/94945,Step 1: Feature requests and general help requests
"[dynamo] import torch._dynamo error ""module 'transformers' has no attribute 'configuration_utils'""",https://github.com/pytorch/pytorch/issues/95131,Step 3: Issue not related to correctness bugs
[Inductor] Enable accuracy test for CPPBackend,https://github.com/pytorch/pytorch/pull/94898,Step 1: Feature requests and general help requests
inductor: fix data dependent error of assert,https://github.com/pytorch/pytorch/pull/94178,Step 3: Issue not related to correctness bugs
[inductor] fix crash issue when input is a view tensor,https://github.com/pytorch/pytorch/pull/90150,Step 3: Issue not related to correctness bugs
[don't land] - debug fsdp stuff,https://github.com/pytorch/pytorch/pull/89325,Step 1: Feature requests and general help requests
Add torch.empty_permuted,https://github.com/pytorch/pytorch/pull/95069,Step 1: Feature requests and general help requests
[inductor] move dynamic shapes tests into a new file,https://github.com/pytorch/pytorch/pull/94971,Step 1: Feature requests and general help requests
[pt2][inductor]global autotuning cache,https://github.com/pytorch/pytorch/pull/94922,Step 1: Feature requests and general help requests
"[Inductor] lowering with aten.t.default  = missing decomposition, or 'found both a fallback and decomp for same kernel"", plus 19 other decomps",https://github.com/pytorch/pytorch/issues/95107,Step 1: Feature requests and general help requests
functionalization + make_fx is inconsistent with make_fx for max_pool2d,https://github.com/pytorch/pytorch/issues/94856,Step 3: Issue not related to correctness bugs
Raise error on 3.11 dynamo export,https://github.com/pytorch/pytorch/pull/95088,Step 1: Feature requests and general help requests
Fine grained dynamic shape controls,https://github.com/pytorch/pytorch/pull/94787,Step 1: Feature requests and general help requests
Raise error on 3.11 dynamo export,https://github.com/pytorch/pytorch/pull/95087,Step 1: Feature requests and general help requests
End-to-end BERT_pytorch working with dynamic shapes and inductor,https://github.com/pytorch/pytorch/pull/89313,Step 1: Feature requests and general help requests
[dynamo] allow mapping exported parameters/buffers to original module,https://github.com/pytorch/pytorch/pull/94862,Step 1: Feature requests and general help requests
inductor: enable lowering for bitwise_right_shift,https://github.com/pytorch/pytorch/pull/94997,Step 1: Feature requests and general help requests
[Dynamo] Enable test_autocast_sdpa,https://github.com/pytorch/pytorch/pull/95011,Step 1: Feature requests and general help requests
inductor(cpu): fix C++ compile error when sigmoid's post ops is a reduction op(#94890),https://github.com/pytorch/pytorch/pull/95053,Step 3: Issue not related to correctness bugs
[Inductor] Add option to build without OpenMP,https://github.com/pytorch/pytorch/pull/89262,Step 1: Feature requests and general help requests
[Inductor] [CPU] Crash failure in timm model nfnet_l0,https://github.com/pytorch/pytorch/issues/95027,Step 3: Issue not related to correctness bugs
Inductor support for aten::all_reduce,https://github.com/pytorch/pytorch/pull/93111,Step 1: Feature requests and general help requests
DONT LAND - enable debug mode,https://github.com/pytorch/pytorch/pull/94468,Step 1: Feature requests and general help requests
Flag guard unbacked SymInt/SymFloat support,https://github.com/pytorch/pytorch/pull/94987,Step 1: Feature requests and general help requests
Raise error if torch.compile is called from windows or py 3.11,https://github.com/pytorch/pytorch/pull/94940,Step 1: Feature requests and general help requests
Add cleaned up TorchDynamo docs,https://github.com/pytorch/pytorch/pull/89307,Step 1: Feature requests and general help requests
[Dynamo] Support Python builtin sorted function,https://github.com/pytorch/pytorch/pull/94949,Step 3: Issue not related to correctness bugs
Dynamo should support builtin sorted function,https://github.com/pytorch/pytorch/issues/94750,Step 3: Issue not related to correctness bugs
Fail dynamic_aot_eager AllenaiLongformerBase model,https://github.com/pytorch/pytorch/pull/94986,Step 1: Feature requests and general help requests
Change test_torchinductor_opinfo.py to mark skips/xfails in a better way,https://github.com/pytorch/pytorch/pull/94813,Step 1: Feature requests and general help requests
torch.autocast + einops.rearrange breaks torch.compile,https://github.com/pytorch/pytorch/issues/94598,Step 3: Issue not related to correctness bugs
[mockup of Rodrigo's PR] Traceable AllReduce Support,https://github.com/pytorch/pytorch/pull/94059,Step 1: Feature requests and general help requests
[PTD] Introduce tracing friendly collectives.,https://github.com/pytorch/pytorch/pull/93990,Step 1: Feature requests and general help requests
Test inductor with stock g++,https://github.com/pytorch/pytorch/pull/90710,Step 1: Feature requests and general help requests
Inductor cache clear,https://github.com/pytorch/pytorch/pull/94918,Step 1: Feature requests and general help requests
[Dynamo] Raise warning if user has hooks installed on the module,https://github.com/pytorch/pytorch/pull/94848,Step 1: Feature requests and general help requests
[inductor] Get compiler from environment variable if exists,https://github.com/pytorch/pytorch/pull/94926,Step 1: Feature requests and general help requests
Multiple issues training a conv model with torchinductor,https://github.com/pytorch/pytorch/issues/93670,Step 3: Issue not related to correctness bugs
Expand Internal Memory Overlap Checking in CudaGraphs Integration,https://github.com/pytorch/pytorch/issues/93685,Step 3: Issue not related to correctness bugs
Optimize parallel compile in inductor,https://github.com/pytorch/pytorch/issues/93692,Step 3: Issue not related to correctness bugs
MLP mixer functorch error,https://github.com/pytorch/pytorch/issues/93700,Step 3: Issue not related to correctness bugs
Bad g++ version downloaded from conda-forge when using None Path,https://github.com/pytorch/pytorch/issues/93687,Step 3: Issue not related to correctness bugs
Torchscript interpreter fails when using empty tensor as input to baddbmm,https://github.com/pytorch/pytorch/issues/93689,Step 3: Issue not related to correctness bugs
Replace `make setup_nightly` with a requirements.txt workflow to take advantage of GH actions cache,https://github.com/pytorch/pytorch/issues/93764,Step 3: Issue not related to correctness bugs
"""to diagnose recompilation issues, try using torchdynamo.utils.CompileProfiler"" should have a URL",https://github.com/pytorch/pytorch/issues/93761,Step 3: Issue not related to correctness bugs
RuntimeError: Found an argument of type numpy.int64 at index 0.,https://github.com/pytorch/pytorch/issues/93766,Step 3: Issue not related to correctness bugs
Dynamo+TRT issues on TorchBench issues overview,https://github.com/pytorch/pytorch/issues/93755,Step 3: Issue not related to correctness bugs
Debug TorchScript error from fastNLP_Bert,https://github.com/pytorch/pytorch/issues/93742,Step 3: Issue not related to correctness bugs
Write user-facing documentation and tutorial for inference acceleration,https://github.com/pytorch/pytorch/issues/93734,Step 3: Issue not related to correctness bugs
Add and benchmark oneDNN/OpenVINO backends,https://github.com/pytorch/pytorch/issues/93732,Step 3: Issue not related to correctness bugs
Enable half type support for unique cpu,https://github.com/pytorch/pytorch/pull/91666,Step 1: Feature requests and general help requests
[dynamo] keep submodule's name for nn.Sequential when unroolling,https://github.com/pytorch/pytorch/pull/94913,Step 1: Feature requests and general help requests
[inductor] enable `test_lowmem_dropout1_dynamic_shapes`,https://github.com/pytorch/pytorch/pull/94884,Step 1: Feature requests and general help requests
pytorch2.0 from nvidia docker image: cannot import name 'Backend' from 'torch._C._distributed_c10d',https://github.com/pytorch/pytorch/issues/94902,Step 3: Issue not related to correctness bugs
[dynamo] support custom __getattr__ on torch.nn.Modules,https://github.com/pytorch/pytorch/pull/94658,Step 3: Issue not related to correctness bugs
[ONNX] Enable skipped gpt2 test,https://github.com/pytorch/pytorch/pull/94930,Step 1: Feature requests and general help requests
Enable persistent reductions,https://github.com/pytorch/pytorch/pull/94847,Step 1: Feature requests and general help requests
[pt2][inductor] update choice caller hashes,https://github.com/pytorch/pytorch/pull/94853,Step 1: Feature requests and general help requests
torch.jit.trace failure in custom dynamo backend for a Bert model,https://github.com/pytorch/pytorch/issues/91780,Step 3: Issue not related to correctness bugs
[Inductor] Added aten.normal_ decomp,https://github.com/pytorch/pytorch/pull/91207,Step 3: Issue not related to correctness bugs
[RFC] [Inductor] decompose aten.normal_,https://github.com/pytorch/pytorch/issues/91085,Step 1: Feature requests and general help requests
[ddp] profiler::_record_function_enter() expected at most 2 argument(s)...,https://github.com/pytorch/pytorch/issues/93668,Step 3: Issue not related to correctness bugs
Is there a plan for adding support to track third party libraries calls?,https://github.com/pytorch/pytorch/issues/93778,Step 1: Feature requests and general help requests
Regression detected in latest nightly runs,https://github.com/pytorch/pytorch/issues/93671,Step 2: Issue not discussing a bug within torch.compile
Add tiling to TorchInductor C++ backend ,https://github.com/pytorch/pytorch/issues/93664,Step 3: Issue not related to correctness bugs
Metadata mutation when functionalization is on doesn't work,https://github.com/pytorch/pytorch/issues/93805,Step 3: Issue not related to correctness bugs
Support autocast calls in dynamo,https://github.com/pytorch/pytorch/issues/93678,Step 3: Issue not related to correctness bugs
JIT + Dynamo causes large slowdowns,https://github.com/pytorch/pytorch/issues/93679,Step 3: Issue not related to correctness bugs
PT2 doesn't work well with inference mode,https://github.com/pytorch/pytorch/issues/93042,Step 3: Issue not related to correctness bugs
Support for inline with __closure__,https://github.com/pytorch/pytorch/issues/93748,Step 1: Feature requests and general help requests
inductor(cpu): fix C++ compile error when sigmoid's post ops is a reduction op,https://github.com/pytorch/pytorch/pull/94890,Step 3: Issue not related to correctness bugs
ModuleNotFoundError: No module named 'torchbenchmark.models.fb',https://github.com/pytorch/pytorch/issues/94875,Step 3: Issue not related to correctness bugs
Re-enable CPU tests,https://github.com/pytorch/pytorch/pull/89123,Step 1: Feature requests and general help requests
Update smoke test threshold,https://github.com/pytorch/pytorch/pull/94888,Step 1: Feature requests and general help requests
EAGER backend raise `torch._dynamo.exc.Unsupported: call_method UserDefinedObjectVariable(RLock) acquire [] {}` error but training is continuing,https://github.com/pytorch/pytorch/issues/94795,Step 3: Issue not related to correctness bugs
[ROCm] Pyt 2.0 rocm staging,https://github.com/pytorch/pytorch/pull/94660,Step 1: Feature requests and general help requests
[Dynamo] Dyanmo with DDP Failed to Turn Tensor Constructor to FakeTensor,https://github.com/pytorch/pytorch/issues/94574,Step 3: Issue not related to correctness bugs
[dynamo] NNModuleVariable traces into call_function,https://github.com/pytorch/pytorch/pull/89015,Step 1: Feature requests and general help requests
Temporarily disable inductor torchbench test,https://github.com/pytorch/pytorch/pull/94873,Step 1: Feature requests and general help requests
[Inductor] [CPU] Torchbench model lennard_jones performance regression > 10% on ww06.2,https://github.com/pytorch/pytorch/issues/94267,Step 3: Issue not related to correctness bugs
PT2/TorchScript interoperability fix,https://github.com/pytorch/pytorch/pull/94678,Step 3: Issue not related to correctness bugs
"sym_int simplification for integer args, attempt 3",https://github.com/pytorch/pytorch/pull/94799,Step 1: Feature requests and general help requests
"[inductor] Disable developer warnings for ""2.0.0"" version",https://github.com/pytorch/pytorch/pull/94845,Step 1: Feature requests and general help requests
Convert operator.not_ to torch.logical_not,https://github.com/pytorch/pytorch/pull/94626,Step 1: Feature requests and general help requests
Fix test_module_patch,https://github.com/pytorch/pytorch/pull/94833,Step 3: Issue not related to correctness bugs
dumb way to support hooks,https://github.com/pytorch/pytorch/pull/94644,Step 1: Feature requests and general help requests
"Fix outer hooks, questionable way",https://github.com/pytorch/pytorch/pull/94832,Step 3: Issue not related to correctness bugs
Torchdynamo with aot_autograd_speedup_strategy has increased memory usage and long overhead on ResNet50 model,https://github.com/pytorch/pytorch/issues/93751,Step 3: Issue not related to correctness bugs
Make invalidating code free memory,https://github.com/pytorch/pytorch/issues/93728,Step 1: Feature requests and general help requests
TorchBench + Dynamo TRT,https://github.com/pytorch/pytorch/issues/93741,Step 3: Issue not related to correctness bugs
Test on Mac and Windows,https://github.com/pytorch/pytorch/issues/93736,Step 3: Issue not related to correctness bugs
[inductor] Enable developer warnings,https://github.com/pytorch/pytorch/pull/94846,Step 1: Feature requests and general help requests
`torch.compile` inplace operation will affect the result of the ops before it,https://github.com/pytorch/pytorch/issues/94777,Step 5: Duplicated Issue
Improve `bsr @ strided` performance in `baddmm` for `bfloat16/half` with Triton kernels.,https://github.com/pytorch/pytorch/pull/88078,Step 1: Feature requests and general help requests
[BE] Cleanup empty lines,https://github.com/pytorch/pytorch/pull/94600,Step 1: Feature requests and general help requests
[Dynamo] Backend registration with ``entry_points``,https://github.com/pytorch/pytorch/pull/93873,Step 3: Issue not related to correctness bugs
[Dynamo] Integrate a new dynamo backend called hidet,https://github.com/pytorch/pytorch/issues/91824,Step 1: Feature requests and general help requests
dynamo: handle straight-line graph breaks for autocast context manager with constant args,https://github.com/pytorch/pytorch/pull/94137,Step 1: Feature requests and general help requests
"OpInfo for aten.exponential, Add check for dtype, parameter in decomp ref  ",https://github.com/pytorch/pytorch/pull/92709,Step 1: Feature requests and general help requests
Use decompositions for some fallbacks introduced in #94039,https://github.com/pytorch/pytorch/pull/94206,Step 1: Feature requests and general help requests
[BE] Remove dependency on `six` and `future`,https://github.com/pytorch/pytorch/pull/94709,Step 1: Feature requests and general help requests
inductor: fix size and stride comparison,https://github.com/pytorch/pytorch/pull/94481,Step 3: Issue not related to correctness bugs
Dynamo python 3.11 support,https://github.com/pytorch/pytorch/issues/94477,Step 3: Issue not related to correctness bugs
[inductor] fix sympy.core.numbers.Expr,https://github.com/pytorch/pytorch/pull/94780,Step 3: Issue not related to correctness bugs
[dynamo 3.11] remap dup/rotate to copy/swap,https://github.com/pytorch/pytorch/pull/93988,Step 1: Feature requests and general help requests
[dynamo 3.11] support new binary ops,https://github.com/pytorch/pytorch/pull/93987,Step 1: Feature requests and general help requests
[dynamo 3.11] support new jump opcodes,https://github.com/pytorch/pytorch/pull/93986,Step 1: Feature requests and general help requests
Support functionalization for torch.map,https://github.com/pytorch/pytorch/pull/94558,Step 1: Feature requests and general help requests
[Dynamo]add compile reason in InstructionTranslator RETURN_VALUE,https://github.com/pytorch/pytorch/issues/94176,Step 3: Issue not related to correctness bugs
fix view + detach graph case for inductor,https://github.com/pytorch/pytorch/pull/94744,Step 3: Issue not related to correctness bugs
[pt2] MMDet's Faster R-CNN in `inductor` mode with `requires_grad related error`,https://github.com/pytorch/pytorch/issues/94175,Step 3: Issue not related to correctness bugs
Make DDPOptimizer work with torch._dynamo.explain(),https://github.com/pytorch/pytorch/pull/94749,Step 3: Issue not related to correctness bugs
[Dynamo] Graph Break Introduced by DDP Failed to Explain,https://github.com/pytorch/pytorch/issues/94579,Step 3: Issue not related to correctness bugs
[cpu][inductor] improve cpu vec implementations of cos & sin,https://github.com/pytorch/pytorch/pull/94577,Step 1: Feature requests and general help requests
[Inductor] [CPU] Accuracy failure in huggingface model DebertaForMaskedLM,https://github.com/pytorch/pytorch/issues/94651,Step 5: Duplicated Issue
[Inductor] [CPU] Accuracy failure in huggingface model DebertaForQuestionAnswering,https://github.com/pytorch/pytorch/issues/94656,Step 5: Duplicated Issue
[Inductor] [CPU] Accuracy failure in huggingface model DebertaV2ForQuestionAnswering,https://github.com/pytorch/pytorch/issues/94657,Step 5: Duplicated Issue
Stop suppressing errors in dynamo test suite,https://github.com/pytorch/pytorch/pull/90903,Step 1: Feature requests and general help requests
small fixes for mlir backend,https://github.com/pytorch/pytorch/pull/94717,Step 3: Issue not related to correctness bugs
Raise warning if torch.compile options change without reset,https://github.com/pytorch/pytorch/pull/94680,Step 1: Feature requests and general help requests
dynamo: wrap `CALL_FUNCTION` with `SETUP_WITH` blocks after failed inlining due to `Unsupported`,https://github.com/pytorch/pytorch/pull/94672,Step 1: Feature requests and general help requests
Placeholder commit to check for CI failures,https://github.com/pytorch/pytorch/pull/91448,Step 1: Feature requests and general help requests
[inductor] enable `test_upsample_cat_conv_dynamic_shapes`,https://github.com/pytorch/pytorch/pull/94715,Step 1: Feature requests and general help requests
[BE] Remove deprecated logging warn method,https://github.com/pytorch/pytorch/pull/94708,Step 1: Feature requests and general help requests
Dynamic shapes CI updates,https://github.com/pytorch/pytorch/pull/94690,Step 1: Feature requests and general help requests
inductor: fix the CPP issue of flag_to_float,https://github.com/pytorch/pytorch/pull/94730,Step 3: Issue not related to correctness bugs
[Inductor] CPP backend could link to the wrong utility function to convert a flag value to float,https://github.com/pytorch/pytorch/issues/94725,Studied Dataset (Confirmed Correctness Bug)
turn functionalization on in aot_autograd inference,https://github.com/pytorch/pytorch/pull/92857,Step 3: Issue not related to correctness bugs
dynamo.optimizations.training.aot_autograd does not functionalize,https://github.com/pytorch/pytorch/issues/90759,Studied Dataset (Confirmed Correctness Bug)
Debug dynamo test,https://github.com/pytorch/pytorch/pull/94641,Step 1: Feature requests and general help requests
inductor: fix the CPP issue of flag_to_float,https://github.com/pytorch/pytorch/pull/94726,Step 3: Issue not related to correctness bugs
Update Triton hash,https://github.com/pytorch/pytorch/pull/94249,Step 1: Feature requests and general help requests
